max_cartesian_error (mm),max_cartesian_error_index (mm),avg_cartesian_error (mm),max_orientation_error  (rad),max_z_error (mm),average_z_error (mm)
1.9268673056941619,6053,0.317856364372094,0.006882515083022474,2.788692565507148,0.2070893474316735
2.0212969596892005,0,0.3084404169935852,0.0068825150831018055,2.7886925655678994,0.204071630832352
2.021035837541654,0,0.30898926758324374,0.006882515082805964,2.7886925655407424,0.2040505071847676
2.0210358375460498,0,0.3041815234021005,0.00712195426800168,2.7400916128986665,0.19899261892332706
2.0210358375602273,0,0.3026767102320574,0.006462661486788169,1.8532514335765597,0.18335471508777595
2.0204785296802417,0,0.2996081991875048,0.00639146259718545,1.8532514336675945,0.18276528926363425
2.0202721884488484,0,0.2993393836804848,0.0062542925744087895,1.853251433777615,0.18278846257507594
2.0208068506448438,0,0.2994310778605897,0.006124262605464291,1.8532514336863528,0.18279971876880943
2.0208068506340617,0,0.28502073007730216,0.006124262605473025,1.1761004187848556,0.1576089908921604
2.020806850683276,0,0.28502039901808934,0.006124262605431647,1.176204997300502,0.1575187752251664
2.0208068506616153,0,0.28504083127460844,0.0061242626054563735,1.1762105856254337,0.15747420470327483
2.020806850646678,0,0.276407419433927,0.0067845946472246425,1.3085007788390612,0.15291824464588794
2.020806850623969,0,0.2576381506358949,0.00612426260562172,1.045249220958958,0.14180581452681046
2.020806850668099,0,0.257529889700089,0.00612426260542963,1.0452492208659834,0.14171453550470317
2.0208068506056382,0,0.2575721211819541,0.006124262605475925,1.0452492207980484,0.14161055000050599
2.020806850644184,0,0.2575049357554335,0.006124262605485242,1.0452492200346981,0.1414779734333306
2.02449898276401,0,0.24511889815921056,0.0047500484760414075,1.0452492209684507,0.13984149052069403
2.0244989827478808,0,0.24511737809155695,0.004750048476482226,1.0452492205022708,0.1398548130141434
2.024498982721156,0,0.24510026839830784,0.004750048476502113,1.0452492207249477,0.13983084571027754
2.024672827246152,0,0.24502462509891168,0.0045373233269276935,1.045249221623088,0.13986571470586567
2.024735242082482,0,0.2450148141168668,0.003965557617551507,1.0452492211593594,0.13986146446724293
2.024735242089845,0,0.24499381245565013,0.003965557617886423,1.0452492193504241,0.1398416598336116
2.024735242106027,0,0.2449322667002195,0.003965557617772241,1.0452492196775367,0.1397585480008572
2.0247352421291978,0,0.24486708813121105,0.003965557617451235,1.0452492193133551,0.13956742027004154
2.024630142195158,0,0.24480859834026458,0.003819896865313896,1.0452492197349557,0.13956811052935827
2.024518133206723,0,0.24477584791841317,0.003535784510471148,1.0452492214720266,0.13951601066058733
2.024518133234431,0,0.24477062122648824,0.003535784510452759,1.0452492214113676,0.13953184534317375
2.024518133189656,0,0.24473393854969208,0.003535784510649257,1.0452492211958386,0.13950339417254998
2.024518133199191,0,0.2447902350523713,0.003535784510652438,1.0452492208467703,0.13931057962405502
2.0245181331810627,0,0.24477342771006874,0.0035357845105939076,1.0452492207674027,0.13928549580389482
2.0245181332185775,0,0.2447149177943079,0.0035357845106573685,1.0452492208293904,0.1392331448548123
2.025360865085676,0,0.24461710466693584,0.0035577748867288085,1.045249220814128,0.13922796294051218
2.025541562382127,0,0.2446082843353491,0.0035479342897046964,1.0452492207934796,0.13922698020555493
2.0277818991361376,0,0.2436720601426036,0.0029513868876293765,1.045249220923857,0.13882824747608574
2.0277818991441428,0,0.24367297196020304,0.0029513868886846396,1.0452492209000113,0.13883135716009617
2.0277818991360013,0,0.24362552596665057,0.0029513868890958693,1.0452492214733269,0.13878354733609094
1.926867305669035,6053,0.2244998447072989,0.002951386885844344,1.045249220879711,0.13321687831946347
1.926867305717221,6053,0.22452086364776147,0.0029513868886308753,1.0452492209174835,0.13320905835573005
1.926867305729521,6053,0.22450943065934129,0.0029513868917667805,1.0452492208717814,0.13320887351805713
1.9268673057189238,6053,0.22449266596858108,0.0029513868876507635,1.0452492206015833,0.13320867396163968
1.9268673058082508,6053,0.2245017256373244,0.0025697891302790122,1.0452492206030684,0.1332314200361385
1.926867305744261,6053,0.22450177941763802,0.0022142580368150477,1.0452492216658271,0.13323021389400272
1.926867305820585,6053,0.2244956830192647,0.0022142580367352535,1.0452492212236848,0.13318044349378286
1.9268673057908112,6053,0.22448824514875992,0.0021957247637495697,1.0452492207871487,0.1331841650560802
1.926867305800823,6053,0.22399249529064527,0.0021957247639955214,1.0452492207737194,0.13297996834466944
1.9268673057194134,6053,0.22398982720309907,0.002195724763763115,1.0452492207745365,0.13297812391477054
1.926867305903403,6053,0.22397553249149058,0.002195724763691229,1.0452492208452213,0.13297334755318013
1.9268673057624386,6053,0.22391950619676906,0.0021957247638692405,1.045249220847154,0.13294265202131028
1.9268673057591645,6053,0.22392288419190648,0.002195724763820631,1.0452492208605335,0.1329442150855681
1.9268673057196046,6053,0.2239046809014107,0.002195724763700267,1.0452492208904332,0.13294425743474939
1.926867305726741,6053,0.22314538371315443,0.001772286489729654,1.0038102770852362,0.13277459511440814
1.926867305692138,6053,0.22312947106422584,0.0015573065593795488,1.0038102770523665,0.13277459505878075
1.9268673057599337,6053,0.22312827420321948,0.001557306559342484,1.003810277187867,0.1327745951406261
1.926867305671577,6053,0.22199076655202615,0.0015573065593421458,1.0038102768842805,0.13128463215671757
1.926867305742084,6053,0.221994386860824,0.001664769204164695,1.0038102770981396,0.13127229081148012
1.9268673056716983,6053,0.22116851433034335,0.0015573065593503842,1.0038102768003299,0.13091600248971183
1.9268673057351933,6053,0.22116498739616616,0.0015573065593375516,1.0038102776124305,0.13091397259732418
1.9757660683070406,6053,0.21994937189082286,0.00143073135341884,1.003810276925286,0.13057330511513152
1.975766068204066,6053,0.21913016982215228,0.0013358968373028608,1.003810277199051,0.13032564801343374
1.9757660682639984,6053,0.21821907035480687,0.00133589683722617,1.00381027684778,0.12850817186291627
