primitives,points,q_bp,speed
movel_fit,"[array([ 829.70852221, -310.5765142 ,  622.9473066 ])]","[array([-0.70507488, -0.07310905, -0.49667374, -0.48816883, -1.68368569,
        2.92688524])]",962.2425207592287
movel_fit,"[array([ 827.01609632, -285.19352467,  623.8135727 ])]","[array([-0.68675692, -0.07633415, -0.50440063, -0.49280613, -1.69495938,
        2.92472762])]",945.2706910254964
movel_fit,"[array([ 823.99388658, -260.31191376,  624.65561312])]","[array([-0.66811604, -0.08050037, -0.5124681 , -0.49700425, -1.70481749,
        2.92262911])]",926.9527381412885
movel_fit,"[array([ 820.58036328, -235.66918398,  625.35888187])]","[array([-0.64909376, -0.08627275, -0.52142259, -0.50092824, -1.71280756,
        2.92063646])]",915.1820315104077
movel_fit,"[array([ 816.7356118 , -211.41297624,  625.78637259])]","[array([-0.62954571, -0.09290046, -0.53073338, -0.50418195, -1.71943046,
        2.91845323])]",902.2614972235956
movel_fit,"[array([ 812.37194888, -187.50166604,  625.81109947])]","[array([-0.60898729, -0.09920867, -0.53963337, -0.50620864, -1.7255903 ,
        2.91537476])]",891.8377063202671
movel_fit,"[array([ 807.4478052 , -163.88719876,  625.27703075])]","[array([-0.58709817, -0.1042772 , -0.54766919, -0.50672254, -1.73186015,
        2.91108689])]",890.6585723412975
movel_fit,"[array([ 801.85116428, -140.49453756,  624.12045277])]","[array([-0.56362422, -0.10813089, -0.55489181, -0.50551197, -1.73821985,
        2.9053342 ])]",892.4341997158743
movel_fit,"[array([ 795.56811518, -117.32314704,  622.17049666])]","[array([-0.53864568, -0.11132035, -0.56182993, -0.50271076, -1.74402726,
        2.89848352])]",893.7955963736289
movel_fit,"[array([788.68420677, -94.52230867, 619.41831091])]","[array([-0.51266558, -0.11563926, -0.56954433, -0.49874893, -1.74782078,
        2.89133793])]",890.5090409274605
movel_fit,"[array([781.13427445, -71.85538491, 615.72990339])]","[array([-0.48527329, -0.1219988 , -0.57853844, -0.49349456, -1.74887889,
        2.8835362 ])]",888.6444638090865
movel_fit,"[array([772.83146733, -49.43232315, 610.87717626])]","[array([-0.45624236, -0.13011201, -0.58871417, -0.48657751, -1.74724314,
        2.87492693])]",887.1301607049346
movel_fit,"[array([763.67953102, -27.36008028, 604.70413374])]","[array([-0.42495099, -0.1383689 , -0.59917113, -0.47729872, -1.74395126,
        2.8648091 ])]",899.2168994904063
movel_fit,"[array([753.6512006 ,  -5.54494705, 597.23576917])]","[array([-0.39053485, -0.14530782, -0.6090172 , -0.4651258 , -1.73999783,
        2.85217788])]",924.4643719024219
movel_fit,"[array([742.6206759 ,  16.08048474, 588.2000286 ])]","[array([-0.35231137, -0.15059964, -0.61832083, -0.44964775, -1.73525325,
        2.83634192])]",950.987968465593
movel_fit,"[array([730.55946064,  37.36947015, 577.55525382])]","[array([-0.31043139, -0.15537742, -0.62789345, -0.43106363, -1.72881554,
        2.81763411])]",985.6160209346167
movel_fit,"[array([717.28563109,  58.45120448, 565.27766862])]","[array([-0.26462154, -0.16098556, -0.63867826, -0.40954055, -1.71983911,
        2.79588267])]",1012.9809524905195
movel_fit,"[array([702.38916506,  79.49121554, 551.44394336])]","[array([-0.21509657, -0.16829313, -0.65163325, -0.38578095, -1.70824311,
        2.77163434])]",1049.9572463269385
movel_fit,"[array([684.96530316, 100.37276091, 535.69107854])]","[array([-0.16200647, -0.17708789, -0.66764688, -0.36001895, -1.69457463,
        2.74516932])]",1100.2149346458023
movel_fit,"[array([664.39665295, 121.05604138, 518.44242303])]","[array([-0.10616084, -0.18673305, -0.68685867, -0.33355272, -1.6803764 ,
        2.71746677])]",1137.0148618345731
movel_fit,"[array([640.1818043 , 141.28442797, 500.37199101])]","[array([-0.04845947, -0.19686267, -0.70910001, -0.30759416, -1.66719358,
        2.68933602])]",1172.4852161260135
movel_fit,"[array([610.95048321, 161.13205253, 482.06900009])]","[array([ 0.01142222, -0.20397982, -0.733057  , -0.28302222, -1.65874081,
        2.65941829])]",1208.418089354439
movel_fit,"[array([579.19711467, 180.83418124, 465.30608693])]","[array([ 0.07351312, -0.20198257, -0.75368016, -0.26134447, -1.65756178,
        2.62665474])]",1253.2147441280915
movel_fit,"[array([540.6764988 , 199.57946809, 451.02991405])]","[array([ 0.13576164, -0.19264381, -0.77389912, -0.24459277, -1.66682605,
        2.59197871])]",1306.490770722626
movel_fit,"[array([497.67864412, 217.87940701, 440.75022391])]","[array([ 0.19791211, -0.17748023, -0.79275006, -0.23476426, -1.68433693,
        2.5557407 ])]",1326.2722268846521
movel_fit,"[array([454.5852716 , 236.25344313, 435.31702696])]","[array([ 0.25924965, -0.15966956, -0.80869726, -0.23231343, -1.70567305,
        2.5195358 ])]",1307.9620294653837
movel_fit,"[array([411.37096904, 254.82620727, 435.48297509])]","[array([ 0.31910972, -0.13574733, -0.82018804, -0.23768851, -1.73321244,
        2.48252553])]",1296.7070411939185
movel_fit,"[array([370.9337393 , 273.63698231, 439.25445276])]","[array([ 0.37101934, -0.09421331, -0.82462142, -0.25289417, -1.7669796 ,
        2.45030399])]",1316.1212161717342
movel_fit,"[array([335.352908  , 292.03219569, 444.69881062])]","[array([ 0.41061075, -0.04071993, -0.82523446, -0.27648693, -1.80186344,
        2.42790614])]",1322.4088523902153
movel_fit,"[array([306.0809873 , 309.72383635, 450.68793243])]","[array([ 0.43670875,  0.01854225, -0.82409819, -0.30578252, -1.83483106,
        2.41660376])]",1271.207144077122
movel_fit,"[array([285.21570653, 325.83152424, 454.61859789])]","[array([ 0.44750088,  0.07922634, -0.82250127, -0.3372348 , -1.86189188,
        2.41848569])]",1217.4016703828245
movel_fit,"[array([273.31432834, 338.30018464, 454.12573607])]","[array([ 0.45266287,  0.10834271, -0.82476907, -0.35968104, -1.87010421,
        2.42780969])]",1024.7633708626836
movel_fit,"[array([269.72029618, 347.47677792, 450.37206685])]","[array([ 0.43993277,  0.14455917, -0.82509447, -0.38180844, -1.87552371,
        2.44856936])]",812.143011390058
movel_fit,"[array([189.49516229, 386.87406782, 472.71919873])]","[array([ 0.49549399,  0.24734365, -0.86316973, -0.47258556, -1.9322501 ,
        2.43285361])]",812.143011390058
